time,open,high,low,close,ma5h,ma5l,ma10h,ma10l,ma50,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,trend,trendbbl,trendbbm,trendbbmdir,trendbbu,extremeSellD,extremeBuyD,extremeSellA,extremeBuyA,extremeSellB,extremeBuyB,extremeSellAll,extremeBuyAll,extremeSell,extremeBuy,tpwSell,tpwBuy,MHVSell,MHVBuy,CSASell,CSABuy,CSAKSell,CSAKBuy,momentumSell,momentumBuy,reEntySell,reEntyBuy
2015-06-11,1.13099,1.13315,1.1182,1.12458,1.1330959999999999,1.1190326666666666,1.1300236363636365,1.1144589090909092,1.1097762082181986,1.0811349387416493,1.1087230000000001,1.136311061258351,4.976547119226494,0.7873888065476139,8,0.00045585034263895263,0.0012127074501193658,-0.00028057070484677205,0.0014695306165852795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12,1.12457,1.12965,1.11512,1.12648,1.133104,1.1185079999999998,1.1306883636363638,1.1154869090909092,1.1104312588763083,1.0808862182699894,1.1095409999999999,1.1381957817300103,5.165159598430425,0.7955702151145622,8,0.0005223477287171763,0.0012679174731189402,0.0011397907178614108,0.0028473052185309378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-14,1.12102,1.1231,1.12086,1.12242,1.1296926666666667,1.1195186666666668,1.1295849090909091,1.1170787272727272,1.1109014055870414,1.080917688192076,1.1101165,1.139315311807924,5.26049505757712,0.7106849429513612,8,0.0002591699011693649,0.0017225370463680445,0.0017225370463680445,0.0026422313745864123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,1.1224,1.12944,1.11891,1.12753,1.1289000000000002,1.11905,1.1295672727272728,1.1177838181818183,1.1115535073287262,1.0816490240380778,1.111456,1.1412629759619222,5.363590814557152,0.7696348670280095,8,0.0007057028418220312,0.002463098788679119,0.002463098788679119,0.0026931046836569106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-16,1.12752,1.13298,1.12048,1.12413,1.1296273333333333,1.1192706666666665,1.1301761818181817,1.1185749090909092,1.1120467031197565,1.0829776016879815,1.112707,1.1424363983120183,5.343616659555189,0.6921162325606559,10,0.0019048769638876362,0.002850863694909833,0.002850863694909833,0.0027376828213010462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17,1.12414,1.13702,1.12065,1.13631,1.1320793333333332,1.119916,1.1316105454545455,1.1193514545454546,1.1129982049581975,1.0841989887682348,1.1146815,1.1451640112317654,5.4692773194433135,0.8547689991082684,10,0.002356093610391019,0.004106682027838149,0.004106682027838149,0.003415719040065879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-18,1.13626,1.14364,1.13383,1.13712,1.13648,1.1247913333333333,1.1340847272727272,1.122238909090909,1.1139441577049347,1.0875970995181916,1.1171054999999999,1.1466139004818081,5.2830105091789905,0.8391322415516704,10,0.004262017732908463,0.005074664122745931,0.005074664122745931,0.0036536377448737056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-19,1.13714,1.13872,1.1292,1.13487,1.1383079999999999,1.126876,1.135072909090909,1.1238412727272729,1.114764778971408,1.0917238739985713,1.1193615,1.1469991260014285,4.9381055184457585,0.7805685987500971,10,0.006928609534855967,0.005968618365851164,0.005968618365851164,0.0016020654118995559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-21,1.13771,1.1378,1.13575,1.13613,1.1387880000000001,1.130588,1.1357476363636365,1.1262567272727273,1.1156026307764506,1.0949506593281793,1.121356,1.1477613406718208,4.709537501350288,0.779754012334455,10,0.006750075365744346,0.005975936449604147,0.005975936449604147,0.0010004973739088374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-22,1.13613,1.14102,1.1312,1.13451,1.1397839999999997,1.1316606666666664,1.1369485454545456,1.127584,1.1163440962361977,1.0984168679749173,1.1231659999999999,1.1479151320250824,4.407030131802878,0.7291797544354928,10,0.006121308993136676,0.0054154414335749745,0.0054154414335749745,0.0007985218749348988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23,1.1345,1.1346,1.11351,1.11745,1.1381039999999998,1.1261219999999998,1.1369390909090908,1.1256003636363636,1.1163874650112489,1.102697354216093,1.124249,1.1458006457839072,3.8339630782695138,0.34226262652579187,9,0.007062589667132579,0.004360175151228551,0.004360175151228551,0.001976015593866731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-24,1.11744,1.12347,1.11597,1.12054,1.1328753333333335,1.1218793333333332,1.1348796363636364,1.1241492727272726,1.1165503095206117,1.1097595185431295,1.1256685,1.1415774814568704,2.826583751232352,0.33881746251627354,4,0.010301404467012665,0.0038409764308746652,0.0038409764308746652,0.005527798975260345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-25,1.12056,1.12276,1.11537,1.12025,1.1287546666666666,1.1186273333333332,1.1328034545454544,1.1225736363636365,1.1166953954217642,1.1106176209183896,1.125943,1.1412683790816103,2.722230003048175,0.31426234321240226,4,0.007177677515481928,0.002470714332931667,0.002470714332931667,0.003956543588725103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26,1.12029,1.12197,1.11301,1.11625,1.1254346666666668,1.1155106666666665,1.1305898181818181,1.1206687272727274,1.1166779289346362,1.109554915073357,1.125451,1.141347084926643,2.82483820737517,0.21058911541864977,0,0.0017300929653364383,0.0019434428009232896,0.0010695086852532398,0.000339731243274799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1.10049,1.10161,1.09545,1.09743,1.1163833333333335,1.1080566666666665,1.1248101818181817,1.1156783636363634,1.1159231081921015,1.1042901420290352,1.1242860000000001,1.144281857970965,3.557076752884039,-0.1715390767177029,-2,0.005701801634545145,0.0017159627329168536,-0.0012282525411508871,0.0026402873910855718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29,1.09742,1.12783,1.09742,1.12181,1.1186993333333333,1.1036426666666665,1.1243681818181819,1.1115012727272724,1.116153966694372,1.105685893699618,1.1248145,1.1439431063003822,3.4012019404767906,0.4214657891740902,-4,0.006008877035857396,0.0019421837564552735,-0.0010020315176124672,0.0028673625681787662,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-30,1.12184,1.12435,1.11124,1.11337,1.1203066666666668,1.1049080000000002,1.1234605454545454,1.1102592727272727,1.116044791529887,1.1062776836160984,1.1249715,1.1436653163839017,3.3234293284588388,0.1896968558546779,-4,0.0017991599048912121,0.001644795269131194,-0.000425485889266497,0.0005388740926685065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-07-01,1.11318,1.11713,1.10321,1.10368,1.1194486666666668,1.1038120000000002,1.121590909090909,1.107968,1.1155598977444012,1.1029618620548258,1.1237555,1.144549137945174,3.7007405872850603,0.017268213168558096,-4,0.0035325020796770357,0.0016905709620335108,-0.00047126158216881375,0.0010156328113469781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-07-02,1.10368,1.11214,1.10365,1.10858,1.1173026666666668,1.1036733333333335,1.1192065454545455,1.106229272727273,1.1152861762642285,1.101085927185883,1.1227215,1.1443570728141168,3.854129953709246,0.17318868509982507,-4,0.004698093533486825,0.0021406238208462325,-0.0018614666798243418,0.0009406059308647574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-03,1.10857,1.11177,1.1065,1.11092,1.1156886666666666,1.1051086666666667,1.1172214545454546,1.1055923636363636,1.1151149536656315,1.0998490397139025,1.121718,1.1435869602860975,3.899190400100119,0.25312040767515226,-4,0.0028241499093207834,0.002894855514055994,-0.002894855514055994,0.0008407737862268228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,1.09932,1.1039,1.0969,1.09945,1.110774,1.1026073333333335,1.1143372727272727,1.1036590909090909,1.1145006417571754,1.0965979124450058,1.1204614999999998,1.1443250875549937,4.2595997372500465,0.05975814718599092,-8,0.004079310106097411,0.0029340960014970774,-0.0029340960014970774,0.0013184144191176195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-06,1.09946,1.10954,1.09936,1.10472,1.1093346666666666,1.1009606666666667,1.1130367272727273,1.102475090909091,1.1141170871784627,1.094735108595632,1.1193735,1.144011891404368,4.402175217542307,0.2026287195558903,-8,0.004654687745113462,0.002984995478948149,-0.002984995478948149,0.0009191442664354676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-07,1.10474,1.10517,1.09163,1.10074,1.107426,1.0975293333333334,1.111194909090909,1.1001876363636363,1.1135924955244052,1.092406390855332,1.1182895,1.1441726091446678,4.629053414999935,0.16098547315334336,-8,0.0038259092906102188,0.0030595840561863374,-0.0030595840561863374,0.00041418115863922633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-08,1.10073,1.10927,1.09743,1.10709,1.1076813333333333,1.0968033333333334,1.1104183636363636,1.0993863636363637,1.113337495699919,1.091310501040283,1.1172675,1.1432244989597171,4.646514636775353,0.3039546093946617,-8,0.003130386220290826,0.0028533230275794574,-0.0028533230275794574,0.0009691286917661301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-09,1.10708,1.11249,1.09915,1.10605,1.1092013333333333,1.0970653333333333,1.1104581818181818,1.0991810909090909,1.113051711554824,1.0901672290631907,1.1163635,1.1425597709368094,4.693143574975233,0.30314946304994467,-8,0.002050802595284118,0.0026914114575102843,-0.0026914114575102843,0.0014100927375336747,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-10,1.10606,1.12157,1.10549,1.11519,1.1137000000000001,1.0999306666666664,1.1119510909090908,1.1000612727272727,1.1131355660036544,1.0907618911260142,1.1153075,1.1398531088739856,4.401585907740371,0.4976064965305358,-6,0.0015930916707797005,0.002668941070858799,-0.002668941070858799,0.002950395826363028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-12,1.10922,1.11443,1.10918,1.11292,1.1146406666666666,1.1034533333333334,1.1122596363636363,1.1014656363636364,1.1131271124348836,1.0916784564210549,1.1140975,1.136516543578945,4.0246106968097655,0.47373884403557015,-4,0.0013857760755464632,0.002839947934050957,-0.002839947934050957,0.0052961345417195105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-13,1.11292,1.11968,1.0981,1.09825,1.1170053333333334,1.102628,1.1137030909090908,1.1008929090909092,1.1125436962609667,1.090979589209691,1.1122665,1.1335534107903091,3.827663746109244,0.1707718621534051,-1,0.001480475029163264,0.003674313777729199,-0.003674313777729199,0.005534394868715875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-14,1.09828,1.10832,1.09653,1.10063,1.114616,1.100848,1.1130347272727272,1.1001276363636365,1.112076492486027,1.0916840979732843,1.1104915,1.1292989020267157,3.3872212487381876,0.2378292869479843,-2,0.0012859347601585913,0.004324225888610145,-0.004324225888610145,0.006360455525002973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-15,1.10063,1.10355,1.09299,1.09376,1.1107,1.097948,1.1115685454545452,1.098848181818182,1.1113581986630456,1.0917889558658118,1.108454,1.1251190441341883,3.0068986415653214,0.05913708113573682,-4,0.0007418094664679575,0.005074096455735866,-0.005074096455735866,0.007454535206007473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-16,1.09376,1.09482,1.08553,1.08833,1.10447,1.092972,1.1086645454545454,1.096458,1.1104551320488085,1.0887208715604888,1.106998,1.125275128439511,3.3021068582799837,-0.010692914966986914,-8,0.0029061956091065433,0.0047441549288732565,-0.0047441549288732565,0.0038400126387267974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-17,1.08833,1.09069,1.08279,1.08279,1.0986466666666668,1.0884133333333332,1.1051747272727273,1.0937763636363635,1.1093702249096395,1.0851022242373483,1.1051104999999999,1.1251187757626515,3.621045273328166,-0.05778169655339421,-8,0.006133904514797672,0.004853376161447875,-0.004853376161447875,0.00027767310178750115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-07-19,1.08295,1.0844,1.08282,1.083,1.0923093333333334,1.085624,1.100884,1.0914014545454545,1.1083360984425947,1.0823102488314946,1.103248,1.1241857511685054,3.795656310912031,0.0164714721020962,-10,0.005896767207168141,0.00470395482700281,-0.00470395482700281,0.0009682138187238065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-20,1.08299,1.08702,1.08086,1.08333,1.0891973333333336,1.0832,1.0974472727272728,1.0888303636363637,1.1073554671311205,1.0798514343982926,1.1016020000000002,1.1233525656017078,3.948897260845137,0.07996494586407994,-10,0.004844827139908747,0.004882371915000738,-0.004882371915000738,0.0015704134588109264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-21,1.08334,1.09685,1.08116,1.09364,1.0907820000000001,1.0819206666666665,1.0962023636363636,1.0866150909090908,1.106817605674998,1.0794547898508478,1.1014125,1.123370210149152,3.987191020467292,0.3230120548271269,-10,0.0026391343338845186,0.0033493323176334577,-0.0033493323176334577,0.0007568528601604729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-07-22,1.09363,1.09666,1.08693,1.0924,1.0927499999999999,1.083353333333333,1.0952072727272728,1.085776,1.1062522093740177,1.0797795352698603,1.099942,1.1201044647301397,3.66609598144988,0.31296929465359874,-10,0.0006681560729954183,0.0029990842780075466,-0.0029990842780075466,0.0029228033767819683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-23,1.0924,1.10179,1.09216,1.09871,1.0963053333333335,1.086436,1.0955978181818182,1.0862252727272725,1.1059564364573897,1.0800095949052033,1.0992089999999999,1.1184084050947964,3.4933129359014643,0.4870048056818426,-10,0.0005139037491599385,0.002173524761331591,-0.002173524761331591,0.004421294061188519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-24,1.0987,1.09957,1.09253,1.09812,1.0983806666666667,1.0890173333333333,1.0958145454545456,1.0870512727272728,1.1056491252237666,1.0798378798779746,1.0989309999999999,1.1180241201220251,3.4748533114499898,0.47876198350985205,-10,0.00037205565705933363,0.002254411698324743,-0.002254411698324743,0.0018577975889697562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-26,1.09813,1.09827,1.09689,1.09721,1.0990113333333333,1.0924046666666667,1.0961605454545456,1.0887712727272725,1.10531817913656,1.0797822364121477,1.0983625,1.1169427635878522,3.3832661963335884,0.4689859082313183,-8,0.00021052344582062066,0.0014366288348400813,-0.0014366288348400813,0.001310803085823431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27,1.09723,1.11292,1.0971,1.10884,1.1037753333333333,1.0947933333333333,1.099352909090909,1.0905229090909092,1.1054562897586557,1.0799391012381938,1.0982585,1.1165778987618062,3.3360813982876008,0.7888058756071514,-5,0.00019680396419685664,0.0008649164692621225,-0.0008649164692621225,0.0012938670769931937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,1.10884,1.10996,1.10221,1.1065,1.1064813333333334,1.0978226666666666,1.1018367272727272,1.0931289090909089,1.1054972195720418,1.0799454200198848,1.098611,1.1172765799801152,3.398032603007834,0.7113248023475386,-2,0.0001511255551442936,0.0009329700196193391,-0.0002910446441272141,0.0009523982674065623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-29,1.10651,1.1084,1.09669,1.09812,1.1077806666666665,1.0979933333333334,1.1037616363636364,1.094428,1.1052079168437265,1.0798269349737228,1.098281,1.1167350650262773,3.3605361517275125,0.49563781747352614,-3,0.00011556497440612379,0.0007160283930522926,-7.410301756016757e-05,0.0011104084550419557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-30,1.09815,1.09847,1.08933,1.09404,1.1053293333333334,1.0954086666666665,1.1035590909090909,1.0941361818181816,1.1047699593204432,1.079439474232205,1.0979459999999999,1.1164525257677946,3.3711176629442194,0.39446965764916225,-3,0.0004685313653831624,0.0009263641058093741,-0.0002844387303172491,0.0007376787743839097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-31,1.09404,1.1114,1.09211,1.09841,1.1072613333333332,1.093964,1.1054516363636362,1.0942314545454543,1.1045205491510142,1.079482618868246,1.0975119999999998,1.1155413811317536,3.2855005014530665,0.524903794352062,-1,0.00039878692614203626,0.0010006849748138702,-0.0010006849748138702,0.0010691116578671611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-02,1.09705,1.0983,1.0966,1.09674,1.1039513333333333,1.0943346666666665,1.1045190909090907,1.0949385454545455,1.1042154295764648,1.0794473087971628,1.0970464999999998,1.1146456912028369,3.2084676816957245,0.4912922134754023,-3,7.267966173940543e-05,0.001124446826026082,-0.001124446826026082,0.0016190264243534092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,1.09675,1.09957,1.09413,1.09506,1.1020393333333334,1.0939153333333331,1.1037910909090909,1.0949158181818182,1.1038563931224856,1.0805277055212974,1.09604,1.1115522944787024,2.8306073644579586,0.4684121520080261,-5,0.0010335897186704024,0.0017368880942932874,-0.0017368880942932874,0.003578148211237142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,1.09507,1.09875,1.08789,1.0885,1.1005466666666666,1.0919546666666666,1.1028610909090908,1.0936276363636364,1.1032541816274863,1.0810694052425558,1.094819,1.1085685947574442,2.5117566935619853,0.27021140944613,-5,0.0015022083969467026,0.0024556149751179257,-0.0024556149751179257,0.005459492632181817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,1.08849,1.09342,1.08481,1.09029,1.0979206666666665,1.0895540000000001,1.1010172727272727,1.0918570909090908,1.1027457823479772,1.0806309399568415,1.094421,1.1082110600431587,2.5200649554711827,0.3502182011147395,-6,0.0009069136282288115,0.002395004236824594,-0.002395004236824594,0.003006783174078431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-06,1.09029,1.09439,1.08737,1.09223,1.0959546666666666,1.088308,1.0994616363636365,1.0906923636363637,1.1023333987264878,1.0804839768072292,1.094001,1.1075180231927708,2.4711171548784354,0.4344900140088857,-6,0.0005415823097828509,0.0018613054135458995,-0.0018613054135458995,0.0009478846500626803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,1.09223,1.09783,1.08553,1.09647,1.0962693333333333,1.0867646666666668,1.0986019999999999,1.089366181818182,1.1021034615215277,1.0805775896088987,1.0941364999999998,1.107695410391101,2.478467794667509,0.5860504248752803,-5,0.00022263723462678797,0.0008711522667773641,-0.0006234376851640411,0.0007855318191068994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-09,1.09627,1.09675,1.09581,1.09583,1.0962553333333334,1.0893860000000002,1.0978203636363637,1.0901194545454547,1.1018574434226442,1.0812031548363845,1.0945114999999999,1.1078198451636152,2.4318328612564315,0.5495365871485272,-4,0.0006655571489320167,0.0008503578864647032,8.282875462217731e-05,0.00027250305407555686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-10,1.09583,1.10414,1.09254,1.10155,1.0988926666666667,1.0908053333333332,1.0986225454545455,1.0903945454545454,1.1018453868178348,1.0829586209679238,1.0954495,1.107940379032076,2.280502940952756,0.7441981859056596,-4,0.0022025402894931823,0.0013235966503395424,0.0013235966503395424,0.00022113940333179372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-11,1.10155,1.10882,1.09604,1.10417,1.1027306666666665,1.0930813333333333,1.1003530909090908,1.0913814545454545,1.1019365481190961,1.08485674324401,1.096508,1.1081592567559901,2.1251567258953155,0.8288057314529996,-2,0.0033763419504013736,0.0021660093701540983,0.0021660093701540983,0.0003063564729812729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-12,1.10416,1.12133,1.10242,1.11546,1.1097119999999998,1.0967353333333334,1.1041699999999999,1.0934063636363636,1.1024668795654062,1.0853656906832805,1.0981144999999999,1.1108633093167193,2.321945355738295,1.1802792154578816,0,0.002221857038327002,0.0032883789301620947,0.0032883789301620947,0.0026376836243777735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-08-13,1.11547,1.1189,1.108,1.11581,1.1140873333333332,1.101246,1.1073645454545453,1.0962583636363639,1.102990139190292,1.0845179340703919,1.099223,1.1139280659296082,2.6755382537680132,1.0639893108742378,2,0.0012502171667592155,0.00344083317514543,0.00344083317514543,0.005199026167076015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-08-14,1.11581,1.11887,1.10978,1.11079,1.117048,1.1048520000000002,1.110179090909091,1.0992267272727272,1.1032960160847904,1.0849666812413905,1.1001425,1.1153183187586095,2.758882373621511,0.8508047957530924,4,0.0011948549471465508,0.003311063128589753,0.003311063128589753,0.004006959626855933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-16,1.11155,1.11177,1.10913,1.1094,1.1161673333333333,1.1073100000000002,1.111351818181818,1.1017923636363636,1.103535388003034,1.0849960381674404,1.100677,1.1163579618325594,2.8493303362493294,0.7781398262792733,6,0.0004408336089893883,0.0023318036905934925,0.0023318036905934925,0.0021802125776118064,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-17,1.1094,1.11249,1.10588,1.10755,1.115018,1.1075786666666665,1.1124187272727273,1.103380909090909,1.1036928237676211,1.0852380226031961,1.1011485,1.117058977396804,2.8897968615139478,0.7011724676874203,6,0.00025008584971497605,0.001750718835513032,0.001750718835513032,0.0015600979257504033,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015-08-18,1.10756,1.10938,1.10175,1.10298,1.1125873333333334,1.1058146666666666,1.1125734545454546,1.1038354545454545,1.1036648698943812,1.0856136348713614,1.1014370000000002,1.117260365128639,2.8732220051875497,0.5487570117814942,8,0.0005691384381563136,0.0011762180477621342,0.0011762180477621342,0.0008082326145544272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,1.10298,1.11342,1.10178,1.11181,1.1123,1.1041053333333333,1.1131901818181817,1.104034,1.1039842867612684,1.0854346604244787,1.1015855,1.1177363395755215,2.932289790583016,0.8165315323760733,8,0.0005109706626534871,0.0008251957670111221,0.0008251957670111221,0.0006063031562049126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,1.11181,1.12446,1.11072,1.12349,1.116058,1.1057906666666666,1.1155307272727273,1.1055625454545455,1.104749216692199,1.0837509431601628,1.102435,1.1211190568398373,3.3895979064230004,1.0634482966008656,8,0.001716051894558701,0.0011679842508682814,0.0011679842508682814,0.00345241927711748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-21,1.12349,1.13887,1.123,1.13828,1.1242466666666668,1.1115066666666669,1.1199874545454545,1.1090527272727273,1.1060641493709362,1.0802311292752014,1.1044429999999998,1.1286548707247983,4.384449124997572,1.1987688061076447,8,0.004798998712584601,0.0027274076527552538,0.0027274076527552538,0.00974808923115611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-08-23,1.13748,1.1395,1.13697,1.13761,1.1308386666666668,1.1209546666666668,1.1239272727272727,1.1145290909090908,1.1073012415524681,1.0789520813036404,1.1066215,1.1342909186963595,5.000701449657273,1.0599774310415355,8,0.004431857267071515,0.004565071270926646,0.004565071270926646,0.011715286575627593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-08-24,1.13761,1.17139,1.13692,1.15804,1.14626,1.1283133333333335,1.1331074545454545,1.1192521818181818,1.1092909967857048,1.0743138225656284,1.1096030000000001,1.1448921774343719,6.360685296339639,1.1862868947580236,10,0.005482905455185594,0.006488146533949468,0.006488146533949468,0.014339752347204637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-08-25,1.15806,1.15845,1.13968,1.1553,1.153234,1.1342473333333334,1.1390247272727272,1.1238498181818182,1.1110952714215594,1.0725862241714301,1.1125310000000002,1.1524757758285702,7.1808831985032375,1.035351608725387,10,0.005906949902662051,0.007305505574038307,0.007305505574038307,0.015970008792019375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,1.15534,1.15609,1.12914,1.13388,1.1564193333333332,1.1341413333333332,1.1437938181818181,1.1259550909090907,1.1119887901893413,1.07433941991854,1.114472,1.1546045800814597,7.202079564396381,0.7417985581864704,10,0.0032426446667495057,0.007077688570455765,0.007077688570455765,0.008471011277500384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-08-27,1.13386,1.13644,1.1203,1.1243,1.150946,1.1298606666666666,1.1443134545454545,1.1261010909090912,1.112471582730936,1.077762434496025,1.116262,1.1547615655039751,6.897944300527123,0.6043907885034452,10,0.004820707417576564,0.005989593846334351,0.005989593846334351,0.0019831221455470782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,1.12429,1.13097,1.11559,1.118,1.1438113333333333,1.12419,1.1433900000000001,1.1251876363636364,1.1126883834081542,1.081038303409595,1.1176475,1.1542566965904049,6.551116803894781,0.5048143640509799,10,0.006225666751586534,0.004592008291333549,0.004592008291333549,0.000573170860832084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-08-30,1.11703,1.12152,1.11693,1.12111,1.1340953333333335,1.1203913333333333,1.1404123636363637,1.1243412727272728,1.1130186428823443,1.0843772284248254,1.1190915000000001,1.1538057715751748,6.204009515785742,0.52907305710893,9,0.006128137126913291,0.004139337295747669,0.004139337295747669,0.0008278688785647859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
